Item ID,Estimate ID,Product ID,Item Name,Quantity,Total (BCY),Sub Total (BCY),Last Modified Time,Created Time,Project ID,Expense ID
4198696000000943005,4198696000000943003,4198696000000602374,CHV DELO 400 SDE 15W40 CK4  (3/1 GAL),1.00,"CRC 18,230.09","CRC 18,230.09",2023-11-01 22:40:29,2023-11-01 22:38:53,,
4198696000000943007,4198696000000943003,4198696000000602356,CHV URSA PR TDX 15W40 CI-4 (3/1 GA),1.00,"CRC 14,955.75","CRC 14,955.75",2023-11-01 22:40:29,2023-11-01 22:38:53,,
4198696000000943009,4198696000000943003,4198696000000602338,CHV URSA SUPER TD 15W-40 (3/1 GA),1.00,"CRC 13,362.83","CRC 13,362.83",2023-11-01 22:40:29,2023-11-01 22:38:53,,
4198696000000943011,4198696000000943003,4198696000000602554,CHV DELO STARPLEX EP 2 (4-10/14),1.00,"CRC 3,274.34","CRC 3,274.34",2023-11-01 22:40:29,2023-11-01 22:38:53,,
4198696000000943013,4198696000000943003,4198696000000602545,CHV MULTIFAK EP 2 (4-10/14),1.00,"CRC 2,920.35","CRC 2,920.35",2023-11-01 22:40:29,2023-11-01 22:38:53,,
4198696000000943015,4198696000000943003,4198696000000588232,CHAMPÚ PARA AUTO 1 GALON,1.00,"CRC 6,548.67","CRC 6,548.67",2023-11-01 22:40:29,2023-11-01 22:38:53,,
4198696000000943017,4198696000000943003,4198696000000588250,CHAMPÚ PARA AUTO CON CERA 1 GALON,1.00,"CRC 7,610.62","CRC 7,610.62",2023-11-01 22:40:29,2023-11-01 22:38:53,,
4198696000000943019,4198696000000943003,4198696000000588268,LLANTIN REPELENTE GEL 1 GALON,1.00,"CRC 15,486.73","CRC 15,486.73",2023-11-01 22:40:29,2023-11-01 22:38:53,,
4198696000000943021,4198696000000943003,4198696000000588286,DESENGRASANTE MULTIPROPÓSITO 1 GALON,1.00,"CRC 6,902.65","CRC 6,902.65",2023-11-01 22:40:29,2023-11-01 22:38:53,,
4198696000000943023,4198696000000943003,4198696000000588304,DESENGRASANTE INDUSTRIAL H.D. 1 GALON,1.00,"CRC 7,964.60","CRC 7,964.60",2023-11-01 22:40:29,2023-11-01 22:38:53,,
4198696000000943025,4198696000000943003,4198696000000588322,RESTAURADOR DE ALUMINIO (ALUMINOL) 1 GALON,1.00,"CRC 7,964.60","CRC 7,964.60",2023-11-01 22:40:29,2023-11-01 22:38:53,,
4198696000000943027,4198696000000943003,4198696000000588205,ABRILLANTADOR MULTIUSO 1 LITRO,1.00,"CRC 4,424.78","CRC 4,424.78",2023-11-01 22:40:29,2023-11-01 22:38:53,,
4198696000000986037,4198696000000986035,4198696000000864757,BOMBA AUX FRENO TY YARIS 07-20 COROLLA C/TORNILLO PRIUS LH 3/4,1.00,"CRC 7,610.62","CRC 7,610.62",2023-11-04 12:32:10,2023-11-04 12:29:05,,
4198696000000986039,4198696000000986035,4198696000000864631,BOMBA AUX FRENO TY YARIS 07-17COROLLA C/TORNILLO PRIUS RH 3/4,1.00,"CRC 7,610.62","CRC 7,610.62",2023-11-04 12:32:10,2023-11-04 12:29:05,,
4198696000000986041,4198696000000986035,4198696000000899304,NGK BUJIA BKR5EGP = BKR5E/E-11 7090,4.00,"CRC 14,513.27","CRC 14,513.27",2023-11-04 12:32:10,2023-11-04 12:29:05,,
4198696000000986043,4198696000000986035,4198696000000862885,ZAPATA F TY YARIS 06-,1.00,"CRC 9,911.50","CRC 9,911.50",2023-11-04 12:32:10,2023-11-04 12:29:05,,
4198696000000986057,4198696000000986035,4198696000000844012,WAGNER LIQ FRENO DOT4  1/4 32oz  PLAST (c,1.00,"CRC 6,017.70","CRC 6,017.70",2023-11-04 12:32:10,2023-11-04 12:29:05,,
4198696000001064001,4198696000001062001,4198696000000860770,PASTILLA F SM TY YARIS 06- GREET WALL C30 SEDAN TAX,1.00,"CRC 8,230.09","CRC 8,230.09",2023-11-07 12:10:41,2023-11-07 11:05:02,,
4198696000001064003,4198696000001062001,4198696000000602437,CHV SUPREME M/O 20W50  SN + (3/5 QT AS,1.00,"CRC 15,486.73","CRC 15,486.73",2023-11-07 12:10:41,2023-11-07 11:05:02,,
4198696000001064005,4198696000001062001,4198696000000863488,DISCO F TY DEL YARIS 06-13,2.00,"CRC 38,053.10","CRC 38,053.10",2023-11-07 12:10:41,2023-11-07 11:05:02,,
4198696000001117003,4198696000001117001,4198696000001040896,COMPENSADOR DELANTERO RH FORD FIESTA 2004-/  IKON 2007- MAZDA 2 DEMIO,1.00,"CRC 17,876.11","CRC 17,876.11",2023-11-09 10:50:58,2023-11-09 10:43:31,,
4198696000001119001,4198696000001117001,4198696000000144631,COMPENSADOR DELANTERO LH MAZDA 2/ DEMIO 2007-2014 .,1.00,"CRC 17,876.11","CRC 17,876.11",2023-11-09 10:50:58,2023-11-09 10:43:31,,
4198696000001119003,4198696000001117001,4198696000000144613,COMPENSADOR DELANTERO LH MAZDA3 2004-2009 AXELA .,1.00,"CRC 17,345.13","CRC 17,345.13",2023-11-09 10:50:58,2023-11-09 10:43:31,,
4198696000001119005,4198696000001117001,4198696000001040788,COMPENSADOR DELANTERO LH TOYOTA CAMRY 2006-  ACV40 JAPAN IMPORT,1.00,"CRC 20,000.00","CRC 20,000.00",2023-11-09 10:50:58,2023-11-09 10:43:31,,
4198696000001119007,4198696000001117001,4198696000000144604,COMPENSADOR DELANTERO LH TOYOTA COROLLA 140/ RUNX HATCH BACK 2002-2007,1.00,"CRC 18,053.10","CRC 18,053.10",2023-11-09 10:50:58,2023-11-09 10:43:31,,
4198696000001119009,4198696000001117001,4198696000001040914,COMPENSADOR DELANTERO LH/RH TOYOTA PASSO 2004- DAIHATSU SIRON/ STORIA/ 2005-,1.00,"CRC 16,106.19","CRC 16,106.19",2023-11-09 10:50:58,2023-11-09 10:43:31,,
4198696000001124003,4198696000001124001,4198696000000138295,CENTRO DIFERENCIAL TOYOTA HILUX YN 4:55 RATIO/ PROP 9.41 10 HOLES MOUNTING IMPORT DIFF HILUX  4X2 2008-,1.00,"CRC 92,035.40","CRC 92,035.40",2023-11-09 12:19:11,2023-11-09 12:17:16,,
4198696000001143025,4198696000001143023,4198696000000143245,LUZ LATERAL (ESQUINERO) LH E MARK ISUZU TFR 1997  .,1.00,"CRC 1,858.41","CRC 1,858.41",2023-11-10 16:53:20,2023-11-10 16:53:07,,
4198696000001143027,4198696000001143023,4198696000000143281,LUZ LATERAL (ESQUINERO) LH NISSAN 1 TONNER FRONTIER 1998  .,1.00,"CRC 2,831.86","CRC 2,831.86",2023-11-10 16:53:20,2023-11-10 16:53:07,,
4198696000001143029,4198696000001143023,4198696000000143326,LUZ LATERAL (ESQUINERO) LH NISSAN FRONTIER 2002 TIPO DIAMANTE,1.00,"CRC 3,805.31","CRC 3,805.31",2023-11-10 16:53:20,2023-11-10 16:53:07,,
4198696000001143031,4198696000001143023,4198696000000143227,LUZ LATERAL (ESQUINERO) LH TOYOTA COROLLA AE110 .,1.00,"CRC 2,654.87","CRC 2,654.87",2023-11-10 16:53:20,2023-11-10 16:53:07,,
4198696000001143033,4198696000001143023,4198696000000143299,LUZ LATERAL (ESQUINERO) LH TOYOTA COROLLA AE111 1999  .,1.00,"CRC 2,831.86","CRC 2,831.86",2023-11-10 16:53:20,2023-11-10 16:53:07,,
4198696000001143035,4198696000001143023,4198696000000143173,LUZ LATERAL (ESQUINERO) LH TOYOTA HILUX 4X4 YN NEGRA,1.00,"CRC 2,654.87","CRC 2,654.87",2023-11-10 16:53:20,2023-11-10 16:53:07,,
4198696000001143037,4198696000001143023,4198696000000143263,LUZ LATERAL (ESQUINERO) LH TOYOTA HILUX CROMADO 1998  .,1.00,"CRC 3,274.34","CRC 3,274.34",2023-11-10 16:53:20,2023-11-10 16:53:07,,
4198696000001143039,4198696000001143023,4198696000000143317,LUZ LATERAL (ESQUINERO) LH TOYOTA HILUX R/ BODY 2002 .,1.00,"CRC 3,097.35","CRC 3,097.35",2023-11-10 16:53:20,2023-11-10 16:53:07,,
4198696000001145013,4198696000001145011,4198696000000136558,TIJERETA COMPLETA INFERIOR RH NISSAN  (D21) 1985-1998,1.00,"CRC 15,929.20","CRC 15,929.20",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145015,4198696000001145011,4198696000000137062,TIJERETA DELANTERA INFERIOR LH (PARTE TRASERA) MAZDA 6/ ATENZA 2003-2008 .,1.00,"CRC 19,469.03","CRC 19,469.03",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145017,4198696000001145011,4198696000000137080,TIJERETA DELANTERA INFERIOR LH HONDA FIT/ JAZZ/ CITY IMPORTADO,1.00,"CRC 12,389.38","CRC 12,389.38",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145019,4198696000001145011,4198696000000137404,TIJERETA DELANTERA INFERIOR RH MAZDA3/ AXELA MAZDA 3 2014  .,1.00,"CRC 30,088.50","CRC 30,088.50",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145021,4198696000001145011,4198696000000136504,TIJERETA INFERIOR (SIN ROTULA)  LH TOYOTA COROLLA 00-08 DIESEL/GASOLINA,1.00,"CRC 13,097.35","CRC 13,097.35",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145023,4198696000001145011,4198696000000136495,TIJERETA INFERIOR (SIN ROTULA) RH TOYOTA COROLLA 00-08 DIESEL/GASOLINA,1.00,"CRC 13,097.35","CRC 13,097.35",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145025,4198696000001145011,4198696000000136522,TIJERETA INFERIOR COMPLETA LH OPEL/CHEVROLET CORSA 2000-2007,1.00,"CRC 19,469.03","CRC 19,469.03",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145027,4198696000001145011,4198696000000136657,TIJERETA INFERIOR COMPLETA RH NISSAN ALMERA/B-15/ 2001-2006,1.00,"CRC 17,522.12","CRC 17,522.12",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145029,4198696000001145011,4198696000000136684,TIJERETA INFERIOR COMPLETA RH TOYOTA HILUX4X2/4X4  1998-2005.,1.00,"CRC 30,973.45","CRC 30,973.45",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145031,4198696000001145011,4198696000000137143,TIJERETA INFERIOR LH (PARA BJ1145) NISSAN NP200 1.6/ 1.6 2008 ON .,1.00,"CRC 11,061.95","CRC 11,061.95",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145033,4198696000001145011,4198696000000136684,TIJERETA INFERIOR COMPLETA RH TOYOTA HILUX4X2/4X4  1998-2005.,1.00,"CRC 30,973.45","CRC 30,973.45",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145035,4198696000001145011,4198696000000136774,TIJERETA INFERIOR LH (SIN MONTURA)  BMW 3 SERIES E46 2000-2005.,1.00,"CRC 38,053.10","CRC 38,053.10",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145037,4198696000001145011,4198696000000137278,TIJERETA INFERIOR LH AUDI A3 2003  VW GOLF5/ JETTA V 2004-2009/ GOLF6 ALTURA BUSHING : 55MM,1.00,"CRC 26,548.67","CRC 26,548.67",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145039,4198696000001145011,4198696000000136711,TIJERETA INFERIOR LH COMPLETA MAZDA PROTEGE-323 (1999-2004),1.00,"CRC 17,345.13","CRC 17,345.13",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145041,4198696000001145011,4198696000000136756,TIJERETA INFERIOR LH COMPLETA TOYOTA YARIS 2005 VITZ/ VIOS/,1.00,"CRC 18,584.07","CRC 18,584.07",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145043,4198696000001145011,4198696000000137377,TIJERETA INFERIOR LH FORD FOCUS 2005-2009/ VOLVO S40/ V50 2004-2009 PIN DE 21MM,1.00,"CRC 26,548.67","CRC 26,548.67",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145045,4198696000001145011,4198696000000137260,TIJERETA INFERIOR LH TOYOTA PRADO 3.0D/ 4.0 S/ WAGON 2002-2009 .,1.00,"CRC 30,088.50","CRC 30,088.50",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145047,4198696000001145011,4198696000000136891,TIJERETA INFERIOR LH TOYOTA RAV4 180/ 200 SUV 2003-2006 .,1.00,"CRC 17,787.61","CRC 17,787.61",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145049,4198696000001145011,4198696000000137188,TIJERETA INFERIOR LH HONDA CRV 2.0/ 2.2I/ 2.4 2001 / EDIX IMPORT .,1.00,"CRC 17,610.62","CRC 17,610.62",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001145051,4198696000001145011,4198696000000137269,TIJERETA INFERIOR RH AUDI A3 2003  VW GOLF5/ JETTA V 2004-2009/ GOLF6 ALTURA BUSHING : 55MM,1.00,"CRC 26,548.67","CRC 26,548.67",2023-11-10 10:54:16,2023-11-10 10:54:01,,
4198696000001152003,4198696000001152001,4198696000000143515,FOCO TRASERO (STOP) LH  TOYOTA HILUX VIGO 2011-2015 .,1.00,"CRC 9,734.51","CRC 9,734.51",2023-11-10 12:19:56,2023-11-10 12:19:44,,
4198696000001152005,4198696000001152001,4198696000000143407,FOCO TRASERO (STOP) LH ISUZU D MAX 2004-2007 .,1.00,"CRC 6,548.67","CRC 6,548.67",2023-11-10 12:19:56,2023-11-10 12:19:44,,
4198696000001152007,4198696000001152001,4198696000000143344,FOCO TRASERO (STOP) LH MAZDA/ FORD COURIER 1986-1995 .,1.00,"CRC 3,716.81","CRC 3,716.81",2023-11-10 12:19:56,2023-11-10 12:19:44,,
4198696000001152009,4198696000001152001,4198696000000143461,FOCO TRASERO (STOP) LH ON BOOT TOYOTA COROLLA AE111 .,1.00,"CRC 5,752.21","CRC 5,752.21",2023-11-10 12:19:56,2023-11-10 12:19:44,,
4198696000001152011,4198696000001152001,4198696000000143443,FOCO TRASERO (STOP) LH TOYOTA COROLLA AE111 1999  .,1.00,"CRC 6,991.15","CRC 6,991.15",2023-11-10 12:19:56,2023-11-10 12:19:44,,
4198696000001152013,4198696000001152001,4198696000000143668,FOCO TRASERO (STOP) LH TOYOTA HIACE IMPORTS 1993  .,1.00,"CRC 5,132.74","CRC 5,132.74",2023-11-10 12:19:56,2023-11-10 12:19:44,,
4198696000001152015,4198696000001152001,4198696000000143425,FOCO TRASERO (STOP) LH TOYOTA HILUX 1998 P690 .,1.00,"CRC 3,362.83","CRC 3,362.83",2023-11-10 12:19:56,2023-11-10 12:19:44,,
4198696000001152017,4198696000001152001,4198696000000143533,FOCO TRASERO (STOP) LH TOYOTA HILUX REVO VIGO 2015- .,1.00,"CRC 13,274.34","CRC 13,274.34",2023-11-10 12:19:56,2023-11-10 12:19:44,,
4198696000001152019,4198696000001152001,4198696000000143479,FOCO TRASERO (STOP) LH TOYOTA HILUX VIGO 2005  .,1.00,"CRC 6,902.65","CRC 6,902.65",2023-11-10 12:19:56,2023-11-10 12:19:44,,
4198696000001266003,4198696000001266001,4198696000000679177,ROT SUS SUP MONTERO 95-00 SB-7721,2.00,"CRC 10,442.48","CRC 10,442.48",2023-11-17 12:03:43,2023-11-17 12:01:29,,
4198696000001266005,4198696000001266001,4198696000000678961,ROT SUS INF LH MONTERO 92-SB-7722L,1.00,"CRC 10,265.49","CRC 10,265.49",2023-11-17 12:03:43,2023-11-17 12:01:29,,
4198696000001266007,4198696000001266001,4198696000000678970,ROT SUS INF RH MONTERO 92-SB-7722R,1.00,"CRC 10,000.00","CRC 10,000.00",2023-11-17 12:03:43,2023-11-17 12:01:29,,
4198696000001266009,4198696000001266001,4198696000000602527,CHV GEAR OIL EP-4 75W90  (12/1 QT),6.00,"CRC 27,079.65","CRC 27,079.65",2023-11-17 12:03:43,2023-11-17 12:01:29,,
4198696000001294003,4198696000001294001,4198696000000862255,PASTILLA F CERAMICA NS SENTRA B13 91-94,1.00,"CRC 9,911.50","CRC 9,911.50",2023-11-20 09:22:37,2023-11-20 09:22:13,,
4198696000001294005,4198696000001294001,4198696000000862651,ZAPATA F NS SENTRA B13-B14,1.00,"CRC 7,787.61","CRC 7,787.61",2023-11-20 09:22:37,2023-11-20 09:22:13,,
4198696000001294007,4198696000001294001,4198696000000863533,DISCO F NS DEL SENTRA B13 91-,2.00,"CRC 31,858.41","CRC 31,858.41",2023-11-20 09:22:37,2023-11-20 09:22:13,,
4198696000001294009,4198696000001294001,4198696000000863848,TAMBOR F NS SENTRA B13 B14 200SX ALMERA 95-,2.00,"CRC 31,504.42","CRC 31,504.42",2023-11-20 09:22:37,2023-11-20 09:22:13,,
4198696000001332025,4198696000001332023,4198696000000983005,SOPORTE MOTOR DELANTERO NISSAN SENTRA 1.8/2.0 2000-2006 // NISSAN ALMERA 1.8 2000-2006 // RENAULT SCALA 1.6 2011-2013,1.00,"CRC 12,212.39","CRC 12,212.39",2023-11-21 16:46:26,2023-11-21 16:46:12,,
4198696000001332027,4198696000001332023,4198696000001045704,SOPORTE MOTOR TRASERO NISSAN SENTRA 1.8/2.0 2000-2006 // NISSAN ALMERA 1.8 2000-2006 // RENAULT SCALA 1.6 2011-2013,1.00,"CRC 7,610.62","CRC 7,610.62",2023-11-21 16:46:26,2023-11-21 16:46:12,,
4198696000001355087,4198696000001355085,4198696000001040734,RADIADOR TOYOTA HILUX P690 1RZ 3RZ 98- MANGUERA SUPERIOR AL LADO DERECHO,1.00,"CRC 43,008.85","CRC 43,008.85",2023-11-22 17:55:26,2023-11-22 17:55:26,,
4198696000001355089,4198696000001355085,4198696000001040725,RADIADOR TOYOTA HILUX/ VIGO/ FORTUNER 2.5/ 3.0 DIESEL 2005- AUTOMATICO,1.00,"CRC 51,504.42","CRC 51,504.42",2023-11-22 17:55:26,2023-11-22 17:55:26,,
4198696000001355091,4198696000001355085,4198696000001040662,RADIADOR TOYOTA LAND CRUISER FZJ/ HZJ 76/ 76 4.2D S/ WAGON 2007-/ 70,1.00,"CRC 93,274.34","CRC 93,274.34",2023-11-22 17:55:26,2023-11-22 17:55:26,,
4198696000001355093,4198696000001355085,4198696000001040599,RADIADOR TOYOTA HILUX 2.8D 3L 1993-1998 UPGRADED 2.0 KZTE 2002-2005,1.00,"CRC 62,743.36","CRC 62,743.36",2023-11-22 17:55:26,2023-11-22 17:55:26,,
4198696000001355095,4198696000001355085,4198696000001040608,RADIADOR TOYOTA COROLLA/ RUNX AUTOMATIC 2002-,1.00,"CRC 40,530.97","CRC 40,530.97",2023-11-22 17:55:26,2023-11-22 17:55:26,,
4198696000001355097,4198696000001355085,4198696000001040617,RADIADOR NISSAN TIDA TIIDA/ NISSAN LIVINA AUTOMATICO 1.6 2006-2012,1.00,"CRC 40,265.49","CRC 40,265.49",2023-11-22 17:55:26,2023-11-22 17:55:26,,
4198696000001355099,4198696000001355085,4198696000001040626,RADIADOR MAZDA DRIFTER/ FORD RANGER 2.5 TURBO DIESEL/ BT50 2.5 DIESEL,1.00,"CRC 49,115.04","CRC 49,115.04",2023-11-22 17:55:26,2023-11-22 17:55:26,,
4198696000001355101,4198696000001355085,4198696000001040635,RADIADOR TOYOTA YARIS 1.0 1.3 AUTOMATIC 1KR-FE 2SZ-FE 2005-2011,1.00,"CRC 41,769.91","CRC 41,769.91",2023-11-22 17:55:26,2023-11-22 17:55:26,,
4198696000001355103,4198696000001355085,4198696000001040644,RADIADOR TOYOTA COROLLA 2008 ON/ AURIS 2007 ON,1.00,"CRC 39,026.55","CRC 39,026.55",2023-11-22 17:55:26,2023-11-22 17:55:26,,
4198696000001355105,4198696000001355085,4198696000001040653,RADIADOR TOYOTA AVENSIS AUTO/ MANUAL ADT/ AZT25 2.0/ 2.4 1AZ/ 2AZFSE 2,1.00,"CRC 44,159.29","CRC 44,159.29",2023-11-22 17:55:26,2023-11-22 17:55:26,,
4198696000001355107,4198696000001355085,4198696000001040671,RADIADOR NISSAN ALMERA/ SUNNY 1.6 1.8 AUTOMATIC 2000-2005,1.00,"CRC 40,707.96","CRC 40,707.96",2023-11-22 17:55:26,2023-11-22 17:55:26,,
4198696000001355109,4198696000001355085,4198696000001040680,RADIADOR TOYOTA ETIOS MANUAL 1.5 2012-,1.00,"CRC 48,230.09","CRC 48,230.09",2023-11-22 17:55:26,2023-11-22 17:55:26,,
4198696000001355111,4198696000001355085,4198696000001040707,RADIADOR TOYOTA VITZ ECHO YARIS 1SZ  AUTOMATICO IMPORTADO,1.00,"CRC 42,035.40","CRC 42,035.40",2023-11-22 17:55:26,2023-11-22 17:55:26,,
4198696000001355113,4198696000001355085,4198696000001040689,RADIADOR HONDA JAZZ FIT 2003- AUTOMATICO IMPORTADO 19010-PWAE01,1.00,"CRC 49,646.02","CRC 49,646.02",2023-11-22 17:55:26,2023-11-22 17:55:26,,
4198696000001355115,4198696000001355085,4198696000001040698,RADIADOR HONDA JAZZ FIT 2003- AUTOMATICO IMPORTADO 19010-RME-A51,1.00,"CRC 47,610.62","CRC 47,610.62",2023-11-22 17:55:26,2023-11-22 17:55:26,,
4198696000001638019,4198696000001638017,4198696000000670803,(G) FIL AC ELEM SOF-4-2373 PEUGEOT 106/206/306/307 C/GUIA CITROEN BERLINGO,1.00,"CRC 3,185.84","CRC 3,185.84",2023-12-04 12:21:36,2023-12-04 12:21:36,,
4198696000001651035,4198696000001651033,4198696000001611863,ROL BOCINA TRASERO MITSUBISHI MIRAGE 15- DODGE ATTITUD S/ABS,1.00,"CRC 8,070.80","CRC 8,070.80",2023-12-05 12:12:41,2023-12-05 12:12:28,,
4198696000001651037,4198696000001651033,4198696000001611899,ROL BOCINA DELANTERO MITSUBISHI MIRAGE 15-                         NO,1.00,"CRC 11,013.27","CRC 11,013.27",2023-12-05 12:12:41,2023-12-05 12:12:28,,
4198696000001778003,4198696000001778001,4198696000001615301,COMPENSADOR HYUNDAI ACCENT 10-17 BLUE TRAS R/L KIA RIO 10-,2.00,"CRC 41,946.90","CRC 41,946.90",2023-12-12 10:34:06,2023-12-12 10:29:04,,
4198696000001778005,4198696000001778001,4198696000001614419,COMPENSADOR HYUNDAI ACCENT 11- BLUE KIA RIO 11- DEL LH,1.00,"CRC 34,690.27","CRC 34,690.27",2023-12-12 10:34:06,2023-12-12 10:29:04,,
4198696000001778007,4198696000001778001,4198696000001614410,COMPENSADOR HYUNDAI ACCENT 11- BLUE KIA RIO 11- DEL RH,1.00,"CRC 34,690.27","CRC 34,690.27",2023-12-12 10:34:06,2023-12-12 10:29:04,,
4198696000002070073,4198696000002076001,4198696000000676855,LIMPIADOR DE FRENOS CRC 14ONZ.,2.00,"CRC 7,787.61","CRC 7,787.61",2023-12-22 15:04:32,2023-12-22 12:53:28,,
4198696000002076003,4198696000002076001,4198696000000860986,PASTILLA F SM NS VERSA MARCH TIIDA SEDAN 11-,1.00,"CRC 7,522.12","CRC 7,522.12",2023-12-22 15:04:32,2023-12-22 12:53:28,,
4198696000002076005,4198696000002076001,4198696000000677386,FAJA UNICA NISSAN TIIDA VERSA C/AIRE ACC.. 450K7,1.00,"CRC 4,247.79","CRC 4,247.79",2023-12-22 15:04:32,2023-12-22 12:53:28,,
4198696000002076007,4198696000002076001,4198696000000844012,WAGNER LIQ FRENO DOT4  1/4 32oz  PLAST (c,1.00,"CRC 5,575.22","CRC 5,575.22",2023-12-22 15:04:32,2023-12-22 12:53:28,,
4198696000002076009,4198696000002076001,4198696000000588358,ANTIFREEZE + COOLANT 10% ETILENGLICOL VERDE 1 GALON,1.00,"CRC 3,805.31","CRC 3,805.31",2023-12-22 15:04:32,2023-12-22 12:53:28,,
4198696000002270035,4198696000002270033,4198696000000602365,CHV DELO 400 SDE 15W40 CK4  (12/1 - QT),1.00,"CRC 4,690.27","CRC 4,690.27",2024-01-05 10:15:32,2024-01-05 10:15:32,,
4198696000002354003,4198696000002354001,4198696000000861877,PASTILLA DELANTERA FRENO CERAMICA HY ELANTRA VELOSTER ACCENT 10- BLUE KIA RIO,1.00,"CRC 15,929.20","CRC 15,929.20",2024-01-09 12:09:42,2024-01-09 12:09:42,,
4198696000002354005,4198696000002354001,4198696000000836994,WAGNER LIQ FRENO DOT3 1/4 32oz PLAST (c1,1.00,"CRC 4,336.28","CRC 4,336.28",2024-01-09 12:09:42,2024-01-09 12:09:42,,
4198696000002354007,4198696000002354001,4198696000000864955,BOMBA AUX FRENO HY ACCENT 10-15 GR i10 20 1.6 R/L KIA RIO 1.4 7/10,1.00,"CRC 7,610.62","CRC 7,610.62",2024-01-09 12:09:42,2024-01-09 12:09:42,,
4198696000002354009,4198696000002354001,4198696000000669750,(G) FIL A/C SAF-L-5700 CF10709 CAF1820P TUCSON ACCENT BLUE I40 RIO SPORTAGE,1.00,"CRC 1,327.43","CRC 1,327.43",2024-01-09 12:09:42,2024-01-09 12:09:42,,
4198696000002354011,4198696000002354001,4198696000000899376,NGK BUJIA LZKR6B-10E 1578,4.00,"CRC 22,654.87","CRC 22,654.87",2024-01-09 12:09:42,2024-01-09 12:09:42,,
4198696000002354013,4198696000002354001,4198696000001086340,ADITIVO COMBUSTIBLE LIMPIADOR DE INYECTORES,1.00,"CRC 5,309.73","CRC 5,309.73",2024-01-09 12:09:42,2024-01-09 12:09:42,,
4198696000002354015,4198696000002354001,4198696000001407506,SET EMPAQUES MOTOR RIO 1.6/ACCENT BLUE1.6/1.4 GAMMA 11-14 G4FA (Graphitel),1.00,"CRC 37,433.63","CRC 37,433.63",2024-01-09 12:09:42,2024-01-09 12:09:42,,
4198696000002354017,4198696000002354001,4198696000000588358,ANTIFREEZE + COOLANT 10% ETILENGLICOL VERDE 1 GALON,1.00,"CRC 4,070.80","CRC 4,070.80",2024-01-09 12:09:42,2024-01-09 12:09:42,,
4198696000002354019,4198696000002354001,4198696000000602491,CHV HAV GLOBAL MV ATF  (6/1 QT),1.00,"CRC 6,814.16","CRC 6,814.16",2024-01-09 12:09:42,2024-01-09 12:09:42,,
4198696000002585106,4198696000002585104,4198696000000899385,NGK BUJIA LFR5A-11 6376 / 4278,6.00,"CRC 36,265.49","CRC 36,265.49",2024-01-19 11:06:10,2024-01-19 11:06:10,,
4198696000002585108,4198696000002585104,4198696000000670065,"FILTRO AIRE SPORTAGE  TUCSON  DIESEL Y GASOLINA 04-09 MOTOR 2,0 fma-3137",1.00,"CRC 2,199.12","CRC 2,199.12",2024-01-19 11:06:10,2024-01-19 11:06:10,,
4198696000002585110,4198696000002585104,4198696000000836250,LOCTITE 5699 SILICON RTV ULTRA GRIS ALTA TEMP. ANTICORROSIVO TUBO 70ML (BLISTER),1.00,"CRC 3,362.83","CRC 3,362.83",2024-01-19 11:06:10,2024-01-19 11:06:10,,
4198696000002585112,4198696000002585104,4198696000002192693,NGK RC-XX90 CABLES PARA BUJIAS HYUNDAI ELANTRA 2.0L (1999-2000) Y 1.8L (1996-2000),1.00,"CRC 35,539.82","CRC 35,539.82",2024-01-19 11:06:10,2024-01-19 11:06:10,,
4198696000002624015,4198696000002624013,4198696000000899295,NGK BUJIA BKR5E-11 6953 - 5101,6.00,"CRC 13,168.14","CRC 13,168.14",2024-01-19 11:23:58,2024-01-19 11:23:58,,
4198696000002624017,4198696000002624013,4198696000000670065,"FILTRO AIRE SPORTAGE  TUCSON  DIESEL Y GASOLINA 04-09 MOTOR 2,0 fma-3137",1.00,"CRC 2,199.12","CRC 2,199.12",2024-01-19 11:23:58,2024-01-19 11:23:58,,
4198696000002624019,4198696000002624013,4198696000000836250,LOCTITE 5699 SILICON RTV ULTRA GRIS ALTA TEMP. ANTICORROSIVO TUBO 70ML (BLISTER),1.00,"CRC 3,362.83","CRC 3,362.83",2024-01-19 11:23:58,2024-01-19 11:23:58,,
